Domain name,Company name,Twitter,Facebook,lighthouse_metrics,contact_details,Domain_valid,Twitter_valid,Facebook_valid,twitter_details,security_score,response_time
restaurantmonarque.ca,Monarque,rest_monarque,restaurant.monarque,"{'mobile': {'performance': 0.58, 'accessibility': 1, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.61, 'accessibility': 1, 'best-practices': 0.93, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,1.175599
cent33.com,Cent 33,unknown,cent33bordeaux,"{'mobile': {'performance': 0.28, 'accessibility': 0.81, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.29, 'accessibility': 0.81, 'best-practices': 0.75, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.273763
mac2night.com,Mac 2 Night,unknown,unknown,"{'mobile': {'performance': 0.36, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 0.58}, 'desktop': {'performance': 0.54, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 0.58}}","{'emails': set(), 'phones': {'0755071717'}}",True,True,True,{},5,0.90911
lelabshop.fr,Le Lab CBD Shop à Paris,lelab75004,unknown,"{'mobile': {'performance': 0.43, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.56, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'28/03/2023', '00060310574315', '27/03/2023', '060310574315', '26/03/2023', '06031057436', '0006031057436'}}",True,True,True,{},25,0.292627
caffe-borbone-shop.ch,Cafés Borbone,unknown,unknown,"{'mobile': {'performance': 0.75, 'accessibility': 0.92, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.76, 'accessibility': 0.92, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'info@cafe-in.ch'}, 'phones': {'0792031415', '407.320.293'}}",True,True,True,{},25,0.337847
nomad-wp.fr,Créer votre site avec Wordpress,unknown,unknown,"{'mobile': {'performance': 0.56, 'accessibility': 0.97, 'best-practices': 0.82, 'seo': 1}, 'desktop': {'performance': 0.52, 'accessibility': 0.97, 'best-practices': 0.82, 'seo': 1}}","{'emails': {'Montaubancontact@nomad-wp.fr', 'contact@nomad-wp.fr'}, 'phones': set()}",True,True,True,{},45,1.632969
artirado.com,Artirado,artiradosarl,artirado.lu,"{'mobile': {'performance': 0.62, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.64, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'artirado@pt.lu', 'artirado@pt.luT'}, 'phones': {'+352264818', '+35226481888', '2020-2022.'}}",True,True,True,"{'tweets': 74, 'following': 40, 'followers': 9, 'likes': 0, 'media': 0}",30,0.925593
arcticgiant.fi,Arctic Giant Birdhouse Hotel,unknown,arcticgiant,"{'mobile': {'performance': 0.53, 'accessibility': 0.82, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.54, 'accessibility': 0.82, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': {'+358407487391', '+358407487'}}",True,True,True,{},0,2.09495
spirulinedecocagne.fr,Spiruline de Cocagne,unknown,unknown,"{'mobile': {'performance': 0.59, 'accessibility': 0.95, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.57, 'accessibility': 0.95, 'best-practices': 0.96, 'seo': 1}}","{'emails': set(), 'phones': {'0606441163'}}",True,True,True,{},20,0.890361
etxecopizza.fr,Etxe'co Biarritz,unknown,etxecopizza,"{'mobile': {'performance': 0.63, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.92}, 'desktop': {'performance': 0.82, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.92}}","{'emails': set(), 'phones': {'055926655711', '0559266557'}}",True,True,True,{},5,1.700139
latabledacote.fr,Restaurant la Table d'à Côté,unknown,unknown,"{'mobile': {'performance': 0.57, 'accessibility': 0.81, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.5, 'accessibility': 0.81, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': {'contact@latabledacote.fr'}, 'phones': {'02.38.61.48', '+33238614807', '+332386148', '02.38.61.48.07'}}",True,True,True,{},20,0.570603
pollen-restaurant.fr,Avignon,unknown,pollenavignon,"{'mobile': {'performance': 0.24, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.26, 'accessibility': 0.89, 'best-practices': 0.89, 'seo': 0.85}}","{'emails': {'contact@pollen-restaurant.fr'}, 'phones': {'0486349374'}}",True,True,True,{},25,2.762379
chateauhautpradot.com,Château Haut Pradot,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,7.837289
cafexoboutique.com,Cafexo,cafexo_boutique,cafexoboutique,"{'mobile': {'performance': 0.66, 'accessibility': 0.95, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.65, 'accessibility': 0.95, 'best-practices': 1, 'seo': 1}}","{'emails': {'info@cafexoboutique.com'}, 'phones': {'3450-218-6966'}}",True,True,True,{},15,0.384722
maevayoga.com,Maeva Yoga,maeva_morin,maevahathayoga,"{'mobile': {'performance': 0.74, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.73, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33(0)630271941', '+33(0)6302719'}}",True,True,True,{},25,0.241457
lasuperbe.fr,La Superbe,unknown,lasuperbebiarritz,"{'mobile': {'performance': 0.92, 'accessibility': 0.89, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.87, 'accessibility': 0.89, 'best-practices': 1, 'seo': 1}}","{'emails': {'contact@lasuperbe.fr', 'contact@lasuperbe.frbottom'}, 'phones': {'0608725820'}}",True,True,True,{},15,0.242839
missandwine.com,Missandwine,unknown,missandwine,"{'mobile': {'performance': 0.65, 'accessibility': 0.84, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.69, 'accessibility': 0.84, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.232124
mahealthytendency.com,Mahealthytendency,unknown,mahealthytendency,"{'mobile': {'performance': 0.63, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.63, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': {'06.98.23.57', '06.98.23.57.50'}}",True,True,True,{},20,0.405638
receptionsdelyon.fr,Réceptions de lyon,unknown,receptionsdelyon,"{'mobile': {'performance': 0.34, 'accessibility': 0.73, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.41, 'accessibility': 0.73, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'viret.p@receptionsdelyon.com', 'crireviret.p@receptionsdelyon.com'}, 'phones': {'+0671220171+0951125299', '095112529906712201716', '+0671220171+09511252'}}",True,True,True,{},25,0.357942
domainejpriviere.com,Domaine JP Rivière,vinsjpriviere,domainejpriviere,"{'mobile': {'performance': 0.53, 'accessibility': 0.78, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.63, 'accessibility': 0.78, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'contact@domainejpriviere.com'}, 'phones': {'0474670067'}}",True,True,True,{},0,1.174535
tiirinkoskentehdas.fi,Tiirinkosken Tehdas,unknown,tiirinkoskentehdas,"{'mobile': {'performance': 0.38, 'accessibility': 0.84, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.41, 'accessibility': 0.84, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'cafe@tiirinkoskentehdas.fi'}, 'phones': {'11-00-18.00', '11.00-18.00'}}",True,True,True,{},5,1.566056
ticocoffee.com,Tico Coffee,ticocoffee,ticocoffeefr,"{'mobile': {'performance': 0.67, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.66, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},45,0.979263
celene-bordeaux.fr,Celene,unknown,unknown,"{'mobile': {'performance': 0.56, 'accessibility': 0.73, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.58, 'accessibility': 0.73, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.01728
vignoblescompagnie.com,Vignobles & Compagnie,unknown,vignoblescompagnie,"{'mobile': {'performance': 0.44, 'accessibility': 0.91, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.43, 'accessibility': 0.91, 'best-practices': 0.75, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},20,0.350757
fruitsdemer.pro,Les Viviers de la Mine,unknown,unknown,"{'mobile': {'performance': 0.4, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.85}, 'desktop': {'performance': 0.43, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33(0)2519063', '73532023-07-10', '2023-07-10', '+33(0)2512204', '0679101320', '+33(0)251220452', '+33(0)251906350'}}",True,True,True,{},25,0.393728
leparisdalexis.fr,Le Paris d'Alexis,leparisdalexis,leparisdalexis,"{'mobile': {'performance': 0.47, 'accessibility': 0.93, 'best-practices': 0.82, 'seo': 0.92}, 'desktop': {'performance': 0.54, 'accessibility': 0.93, 'best-practices': 0.82, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 1574, 'following': 664, 'followers': 2213, 'likes': 4852, 'media': 0}",0,1.373042
ferme-des-terres-rouges.ch,Ferme des Terres Rouges,unknown,unknown,"{'mobile': {'performance': 0.77, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.77}, 'desktop': {'performance': 0.64, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.77}}","{'emails': set(), 'phones': {'07.09.2024', '0786784035.', '01.06.2024', '0786784035'}}",True,True,True,{},25,0.202819
sauvat-vins.com,,unknown,unknown,"{'mobile': {'performance': 0.54, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.57, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': {'2024-05-13', '322024-05-13', '0618709381'}}",True,True,True,{},40,1.952212
nao.bio,Chocolat Nao,unknown,nao.chocolates,"{'mobile': {'performance': 0.21, 'accessibility': 0.9, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.23, 'accessibility': 0.9, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': set(), 'phones': {'0637.856.261'}}",True,True,True,{},70,4.547087
aubergelandaise.com,Auberge landaise,unknown,aubergelandaise,"{'mobile': {'performance': 0.78, 'accessibility': 0.82, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.78, 'accessibility': 0.82, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.276415
simonemorgenthaler.com,La cuisine naturelle des plantes d'Alsace,unknown,morgenthalersimone,"{'mobile': {'performance': 0.55, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.49, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.455921
wineandmore.be,Wine and more,unknown,wineandmorebelgium,"{'mobile': {'performance': 0.7, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.83}, 'desktop': {'performance': 0.6, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.83}}","{'emails': set(), 'phones': set()}",True,True,True,{},5,1.500909
heritagesdumaroc.fr,HERITAGES DU MAROC,unknown,heritagesdumaroc,"{'mobile': {'performance': 0.56, 'accessibility': 0.87, 'best-practices': 0.82, 'seo': 0.92}, 'desktop': {'performance': 0.5, 'accessibility': 0.87, 'best-practices': 0.82, 'seo': 0.92}}","{'emails': {'00heritagesdumaroc@gmail.com'}, 'phones': {'0262342000'}}",True,True,True,{},25,2.055064
nawai-li.com,Nawaï Li,unknown,nawaili,"{'mobile': {'performance': 0.62, 'accessibility': 0.76, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.64, 'accessibility': 0.76, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': {'magalie.depreux@gmail.com'}, 'phones': {'+417938026', '+41793802610'}}",True,True,True,{},80,0.403847
restaurant-saint-jean-de-luz.com,,unknown,unknown,"{'mobile': {'performance': 0.37, 'accessibility': 0.84, 'best-practices': 0.79, 'seo': 0.85}, 'desktop': {'performance': 0.37, 'accessibility': 0.84, 'best-practices': 0.79, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.750297
chalet-luxe.net,Location chalet luxe,unknown,unknown,"{'mobile': {'performance': 0.53, 'accessibility': 0.72, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.5, 'accessibility': 0.72, 'best-practices': 0.96, 'seo': 1}}","{'emails': set(), 'phones': {'+33(0)4506585', '+33(0)4506585929'}}",True,True,True,{},45,2.354572
aubergebienvenue.com,Auberge Bienvenue,unknown,aubergebienvenue,"{'mobile': {'performance': 0.25, 'accessibility': 0.87, 'best-practices': 0.57, 'seo': 0.92}, 'desktop': {'performance': 0.25, 'accessibility': 0.87, 'best-practices': 0.57, 'seo': 1}}","{'emails': {'contact@aubergebienvenue.com'}, 'phones': {'0241592244', '0241592244-'}}",True,True,True,{},0,2.09761
chateau-le-puy.com,Château Le Puy,unknown,chateaulepuy,"{'mobile': {'performance': 0.63, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.61, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.292374
moulindecambelong.com,Moulin de Cambelong,unknown,unknown,"{'mobile': {'performance': 0.54, 'accessibility': 0.94, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.54, 'accessibility': 0.94, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'77contact@moulindecambelong.com', 'contact@moulindecambelong.com'}, 'phones': {'+33565728477', '+335657284'}}",True,True,True,{},5,2.048607
rukkimaja.ee,Sangaste Rukki Maja,unknown,unknown,"{'mobile': {'performance': 0.65, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.67, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'info@rukkimaja.ee'}, 'phones': {'02.03.2024', '+3725237637'}}",True,True,True,{},30,0.519781
ithaa.fr,Ithaa,ithaablog,blogmodeithaa,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,1.545926
cabaneapierre.com,Cabane à Pierre,unknown,cabane.apierre.5,"{'mobile': {'performance': 0.72, 'accessibility': 0.98, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.82, 'accessibility': 0.98, 'best-practices': 1, 'seo': 1}}","{'emails': {'info@cabaneapierre.com'}, 'phones': {'0418479-5200'}}",True,True,True,{},15,0.346396
notredamealarose.com,Musée Hôpital Notre-Dame à la Rose,unknown,museenotredamealarose,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,1.805754
edenpalace.ch,Eden Palace,edenpalaceaulac,edenpalaceaulac,"{'mobile': {'performance': 0.28, 'accessibility': 0.74, 'best-practices': 0.89, 'seo': 0.85}, 'desktop': {'performance': 0.28, 'accessibility': 0.74, 'best-practices': 0.89, 'seo': 0.85}}","{'emails': {'info@edenpalace.ch'}, 'phones': {'+41219660800', '+41219660900'}}",True,True,True,"{'tweets': 8, 'following': 52, 'followers': 39, 'likes': 9, 'media': 0}",0,2.147339
aubergedumerou.fr,Auberge du Mérou,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.87, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.36, 'accessibility': 0.87, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': {'0491469869'}}",True,True,True,{},0,0.328077
calvinus.ch,Calvinus,unknown,bieres.calvinus,"{'mobile': {'performance': 0.25, 'accessibility': 0.88, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.27, 'accessibility': 0.88, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': {'info@calvinus.ch', '45brasserie@calvinus.ch'}, 'phones': {'+41(0)227942336', '+41227942245', '+41(0)2279423'}}",True,True,True,{},0,0.492217
jamoisan.com,Moisan,unknown,epiceriejamoisan,"{'mobile': {'performance': 0.52, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.85}, 'desktop': {'performance': 0.56, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.85}}","{'emails': set(), 'phones': {'220382418522-0685', '220382418522'}}",True,True,True,{},0,0.525806
emdl.fr,EMDL,unknown,emdlallemand,"{'mobile': {'performance': 0.52, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.57, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 1}}","{'emails': set(), 'phones': {'6375075141', '030146338559', '0301463385'}}",True,True,True,{},0,1.1856
villaaugusta.fr,Villa Augusta Relais & Châteaux Provence,unknown,villaaugusta.france,"{'mobile': {'performance': 0.27, 'accessibility': 0.83, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.28, 'accessibility': 0.83, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},75,0.225055
boisgenoud.ch,Genoud,unknown,fermedeboisgenoud,"{'mobile': {'performance': 0.49, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.66, 'accessibility': 0.93, 'best-practices': 1, 'seo': 1}}","{'emails': {'resto@boisgenoud.ch', 'GRATUITresto@boisgenoud.ch'}, 'phones': {'0216480707'}}",True,True,True,{},15,0.375684
restaurantcroizard.com,Vincent Croizard,unknown,unknown,"{'mobile': {'performance': 0.49, 'accessibility': 0.82, 'best-practices': 1, 'seo': 0.69}, 'desktop': {'performance': 0.42, 'accessibility': 0.82, 'best-practices': 0.96, 'seo': 0.69}}","{'emails': {'contact@restaurantcroizard.com'}, 'phones': {'0466670499'}}",True,True,True,{},0,1.776043
nordsudbrasseries.com,NORDSUD Brasseries,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,0.283697
arpette.ch,Relais d'Arpette,unknown,arpettesa,"{'mobile': {'performance': 0.46, 'accessibility': 0.86, 'best-practices': 0.39, 'seo': 1}, 'desktop': {'performance': 0.47, 'accessibility': 0.86, 'best-practices': 0.39, 'seo': 1}}","{'emails': {'21info@arpette.ch', 'info@arpette.ch'}, 'phones': {'+41(0)277831221'}}",True,True,True,{},15,1.782261
cepdargent.com,Vignoble Le Cep d'Argent,unknown,cepdargent,"{'mobile': {'performance': 0.56, 'accessibility': 0.67, 'best-practices': 0.96, 'seo': 0.77}, 'desktop': {'performance': 0.55, 'accessibility': 0.67, 'best-practices': 0.96, 'seo': 0.77}}","{'emails': set(), 'phones': {'1(877)864-44411257,', '20251(877)864-44411257,'}}",True,True,True,{},0,0.891061
tomate-cerise.be,Tomate,tomatecerise_be,tomatecerisebe,"{'mobile': {'performance': 0.96, 'accessibility': 0.88, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.95, 'accessibility': 0.88, 'best-practices': 0.75, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,0.358236
chez-fonfon.com,Chez Fonfon,unknown,chezfonfonmarseille,"{'mobile': {'performance': 0.27, 'accessibility': 0.8, 'best-practices': 0.71, 'seo': 0.69}, 'desktop': {'performance': 0.32, 'accessibility': 0.79, 'best-practices': 0.75, 'seo': 0.69}}","{'emails': {'chezfonfon@ajgroupe.fr'}, 'phones': {'0491521438'}}",True,True,True,{},25,0.773275
whiskycafe.com,Whisky Cafe,unknown,whiskycafe,"{'mobile': {'performance': 0.67, 'accessibility': 1, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.7, 'accessibility': 1, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,1.484324
tourisme-sud-gironde.com,Gironde Tourisme,unknown,tourismesudgironde,"{'mobile': {'performance': 0.72, 'accessibility': 0.94, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.8, 'accessibility': 0.94, 'best-practices': 0.75, 'seo': 1}}","{'emails': set(), 'phones': {'0556252584', '0556636800'}}",True,True,True,{},25,0.384055
wineinthecity.be,Wine in the City,unknown,winecity20,"{'mobile': {'performance': 0.49, 'accessibility': 0.73, 'best-practices': 0.79, 'seo': 0.85}, 'desktop': {'performance': 0.38, 'accessibility': 0.73, 'best-practices': 0.79, 'seo': 0.77}}","{'emails': {'info@wineinthecity.be'}, 'phones': {'11.30-15.00', '11.00-19.00', '11.30-14.30', '+3224200920', '12.00-14.30&19.00-21.00', '15.00-18.30', '19.00-21.00'}}",True,True,True,{},0,3.00246
auberge-bretonne.com,Auberge Bretonne,unknown,unknown,"{'mobile': {'performance': 0.63, 'accessibility': 0.68, 'best-practices': 0.89, 'seo': 0.92}, 'desktop': {'performance': 0.59, 'accessibility': 0.68, 'best-practices': 0.89, 'seo': 0.92}}","{'emails': set(), 'phones': {'0299906028', '02.99.90.60.28,'}}",True,True,True,{},45,3.250719
happyhousewife.fr,Happy Housewife,happyhousewife_,happy-housewife-le-blog-179135625466986,"{'mobile': {'performance': 0.98, 'accessibility': 0.95, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.98, 'accessibility': 0.95, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,False,"{'tweets': 757, 'following': 195, 'followers': 142, 'likes': 7, 'media': 0}",20,1.73826
lesjardinsdelopera.fr,Les Jardins de l'Opéra,unknown,unknown,"{'mobile': {'performance': 0.47, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.43, 'accessibility': 0.9, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33561230776', '+335612307'}}",True,True,True,{},0,0.645142
lemillenaire.com,RESTAURANT LE MILLÉNAIRE REIMS,unknown,lemillenairereims51,"{'mobile': {'performance': 0.57, 'accessibility': 0.93, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.56, 'accessibility': 0.93, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'reservations@lemillenaire.com'}, 'phones': {'03260826624-6'}}",True,True,True,{},30,0.797539
fortas.eu,Fortas,unknown,fortas.eu,"{'mobile': {'performance': 1, 'accessibility': 0.75, 'best-practices': 0.89, 'seo': 0.92}, 'desktop': {'performance': 1, 'accessibility': 0.75, 'best-practices': 0.89, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.141489
restaurant-monsieurjean.fr,™ SITE OFFICIEL,unknown,unknown,"{'mobile': {'performance': 0.24, 'accessibility': 0.78, 'best-practices': 0.75, 'seo': 0.83}, 'desktop': {'performance': 0.23, 'accessibility': 0.78, 'best-practices': 0.75, 'seo': 0.83}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.190295
campuget.com,Campuget,unknown,chateaudecampugetofficiel,"{'mobile': {'performance': 0.52, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.92}, 'desktop': {'performance': 0.51, 'accessibility': 0.8, 'best-practices': 0.93, 'seo': 0.92}}","{'emails': {'campuget@campuget.com'}, 'phones': {'+33(0)4662020', '+33(0)466202015'}}",True,True,True,{},25,3.292052
altocafe.com,Alto Café,alto_cafe,altocafe,"{'mobile': {'performance': 0.45, 'accessibility': 0.84, 'best-practices': 1, 'seo': 0.77}, 'desktop': {'performance': 0.47, 'accessibility': 0.84, 'best-practices': 1, 'seo': 0.77}}","{'emails': {'olivier@altocafe.com'}, 'phones': {'+33652131137106'}}",True,True,True,{},30,2.286375
reserve-rimbaud.com,Reserve Rimbaud,unknown,reserverimbaudmontpellier,"{'mobile': {'performance': 0.38, 'accessibility': 0.86, 'best-practices': 0.96, 'seo': 0.85}, 'desktop': {'performance': 0.46, 'accessibility': 0.86, 'best-practices': 0.96, 'seo': 0.85}}","{'emails': {'ande@mikado-themes.com'}, 'phones': {'+000123456789', '0467725253'}}",True,True,True,{},0,0.584324
buddhabar.com,Buddha-Bar,buddhabarmusic,buddhabarmc,"{'mobile': {'performance': 0.56, 'accessibility': 0.93, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.53, 'accessibility': 0.93, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},20,0.297983
ghbordeaux.com,GH Bordeaux,ghbordeaux,ghbordeaux.spa,"{'mobile': {'performance': 0.64, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.79, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},30,1.046471
lozere-a-paris.com,Maison de la Lozère,unknown,maisondelalozereaparis,"{'mobile': {'performance': 0.28, 'accessibility': 0.69, 'best-practices': 0.57, 'seo': 0.85}, 'desktop': {'performance': 0.27, 'accessibility': 0.69, 'best-practices': 0.57, 'seo': 0.85}}","{'emails': {'contact@lozere-a-paris.com'}, 'phones': {'0143542664', '300143542664'}}",True,True,True,{},0,2.738199
bosbrands.com,BOS Tea,unknown,unknown,"{'mobile': {'performance': 0.76, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.8, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.662608
brasseries-bocuse.com,Restaurants & Brasseries Bocuse,brasserieslyon,restaurantsbrasseriesbocuse,"{'mobile': {'performance': 0.37, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.32, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.250788
cafedeturin.fr,Cafe de turin,unknown,unknown,"{'mobile': {'performance': 0.56, 'accessibility': 0.55, 'best-practices': 0.71, 'seo': 0.92}, 'desktop': {'performance': 0.52, 'accessibility': 0.55, 'best-practices': 0.71, 'seo': 0.92}}","{'emails': {'contact@cafedeturin.fr'}, 'phones': {'+33(0)493622952'}}",True,True,True,{},0,1.131721
lamarechalerie.fr,La Maréchalerie,unknown,unknown,"{'mobile': {'performance': 0.53, 'accessibility': 0.82, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.41, 'accessibility': 0.82, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': set(), 'phones': {'0247296166'}}",True,True,True,{},0,0.163292
auberge-du-pont.com,Auberge du pont,unknown,auberge-du-pont-117139261635284,"{'mobile': {'performance': 0.55, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.59, 'accessibility': 0.92, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'auberge.regnauld@gmail.com'}, 'phones': {'+334738300', '+33473830036'}}",True,True,False,{},25,0.941879
